662-V10-36803 H3N2 98.10
669-V10-36804 H3N2 99.10
671-V10-36805 H3N2 99.20
672-V10-36806 H3N2 98.00
674-V10-36807 H3N2 97.70
688-V10-36808 H3N2 98.50
689-V10-36809 H3N2 98.90
689-V20-36810 H3N2 99.10
689-V22-36811 H3N2 96.40
692-V10-36812 H3N2 97.10
692-V12-36813 H3N2 97.60
695-V10-36814 H3N2 98.60
703-V10-36815 H3N2 97.80
707-V10-36816 H3N2 98.40
710-V10-36817 H3N2 98.50
714-V10-36818 H3N2 97.20
720-V10-36819 H3N2 99.60
720-V20-36820 H3N2 98.50
720-V21-36821 H3N2 99.40
720-V31-36822 H3N2 99.30
724-V10-36823 H3N2 98.80
724-V20-36824 H3N2 98.60
725-V10-36825 H3N2 98.00
726-V10-36826 H3N2 98.50
727-V10-36827 H3N2 98.90
729-V10-36828 H3N2 99.40
733-V10-36829 H3N2 98.10
734-V10-36830 H3N2 98.50
734-V20-36831 H3N2 98.10
734-V32-36832 H3N2 98.70
736-V10-36833 H3N2 99.00
737-V10-36834 H3N2 97.40
739-V10-36835 H3N2 98.10
739-V22-36836 H3N2 98.90
739-V23-36837 H3N2 97.70
739-V33-36838 H3N2 98.50
741-V10-36839 H3N2 98.30
747-V10-36840 H3N2 98.80
747-V20-36841 H3N2 97.40
747-V22-36842 H3N2 98.30
750-V10-36843 H3N2 98.10
752-V10-36844 H3N2 98.80
755-V20-36845 H3N2 99.20
755-V31-36846 H3N2 96.80
756-V10-36847 H3N2 99.30
763-V10-36848 H3N2 98.80
763-V23-36849 H3N2 98.20
764-V10-36850 H3N2 97.50
768-V10-36851 H3N2 98.40
769-V10-36852 H3N2 96.90
770-V10-36853 pdmH1N1 89.88
781-V10-36854 H3N2 98.80
783-V10-36855 H3N2 98.90
662-V10-36856 H3N2 96.70
669-V10-36857 H3N2 67.00
671-V10-36858 H3N2 99.20
672-V10-36859 H3N2 96.90
674-V10-36860 H3N2 93.50
688-V10-36861 H3N2 97.30
689-V10-36862 H3N2 97.70
689-V20-36863 H3N2 95.70
689-V22-36864 H3N2 98.20
692-V10-36865 H3N2 91.70
695-V10-36866 H3N2 97.40
703-V10-36867 H3N2 85.00
707-V10-36868 H3N2 98.00
710-V10-36869 H3N2 98.70
714-V10-36870 H3N2 99.70
720-V10-36871 H3N2 98.50
720-V20-36872 H3N2 98.50
720-V21-36873 H3N2 73.00
720-V31-36874 H3N2 99.50
724-V10-36875 H3N2 90.50
724-V20-36876 H3N2 90.80
725-V10-36877 H3N2 96.90
726-V10-36878 H3N2 96.50
729-V10-36879 H3N2 69.70
733-V10-36880 H3N2 97.70
734-V10-36881 H3N2 92.70
734-V20-36882 H3N2 43.60
734-V32-36883 H3N2 93.00
736-V10-36884 H3N2 97.40
737-V10-36885 H3N2 94.40
739-V10-36886 H3N2 97.90
739-V22-36887 H3N2 87.40
739-V23-36888 H3N2 95.70
739-V33-36889 H3N2 89.60
741-V10-36890 H3N2 98.10
747-V10-36891 H3N2 99.30
747-V22-36892 H3N2 98.00
750-V10-36893 H3N2 96.50
752-V10-36894 H3N2 96.00
755-V31-36895 H3N2 98.30
756-V10-36896 H3N2 98.40
763-V10-36897 H3N2 98.60
763-V23-36898 H3N2 98.90
764-V10-36899 H3N2 91.70
769-V10-36900 H3N2 98.20
770-V10-36901 H3N2 97.90
781-V10-36902 H3N2 96.00
