MinFreq Project Subtype Sample NumVariants
0.005 flu-Debbink H3N2 105 92
0.005 flu-Debbink H3N2 106 4
0.005 flu-Debbink H3N2 400 517
0.005 flu-Debbink H3N2 401 25
0.005 flu-Debbink H3N2 402 252
0.005 flu-Debbink H3N2 403 126
0.005 flu-Debbink H3N2 404 10
0.005 flu-Debbink H3N2 406 199
0.005 flu-Debbink H3N2 407 71
0.005 flu-Debbink H3N2 409 169
0.005 flu-Debbink H3N2 411 49
0.005 flu-Debbink H3N2 412 64
0.005 flu-Debbink H3N2 414 72
0.005 flu-Debbink H3N2 415 54
0.005 flu-Debbink H3N2 426 236
0.005 flu-Debbink H3N2 427 527
0.005 flu-Debbink H3N2 501 60
0.005 flu-Debbink H3N2 503 16
0.005 flu-Debbink H3N2 504 74
0.005 flu-Debbink H3N2 506 149
0.005 flu-Debbink H3N2 507 44
0.005 flu-Debbink H3N2 508 30
0.005 flu-Debbink H3N2 509 70
0.005 flu-Debbink H3N2 510 2
0.005 flu-Debbink H3N2 511 5
0.005 flu-Debbink H3N2 512 112
0.005 flu-Debbink H3N2 515 92
0.005 flu-Debbink H3N2 517 98
0.005 flu-Debbink H3N2 520 93
0.005 flu-Debbink H3N2 524 105
0.005 flu-Debbink H3N2 525 260
0.005 flu-Debbink H3N2 528 90
0.005 flu-Debbink H3N2 529 54
0.005 flu-Debbink H3N2 Brisbane 6
0.005 flu-Debbink H3N2 Cal-H3N2 10
0.005 flu-Dinis H3N2 U130164 14
0.005 flu-Dinis H3N2 U130283 8
0.005 flu-Dinis H3N2 U130482 19
0.005 flu-Dinis H3N2 U130485 1
0.005 flu-Dinis H3N2 U130506 7
0.005 flu-Dinis H3N2 U130518 1
0.005 flu-Dinis H3N2 U130585 18
0.005 flu-Dinis H3N2 U130593 6
0.005 flu-Dinis H3N2 U130648 3
0.005 flu-Dinis H3N2 U130653 9
0.005 flu-Dinis H3N2 U130661 2
0.005 flu-Dinis H3N2 U130717 2
0.005 flu-Dinis H3N2 U130728 14
0.005 flu-Dinis H3N2 U130729 14
0.005 flu-Dinis H3N2 U130773 3
0.005 flu-Dinis H3N2 U130780 3
0.005 flu-Dinis H3N2 U130890 17
0.005 flu-Dinis H3N2 U130975 1
0.005 flu-Dinis H3N2 U131002 3
0.005 flu-Dinis H3N2 U131012 16
0.005 flu-Dinis H3N2 U131062 19
0.005 flu-Dinis H3N2 U131069 10
0.005 flu-Dinis H3N2 U131071 3
0.005 flu-Dinis H3N2 U131142 5
0.005 flu-Dinis H3N2 U131146 22
0.005 flu-Dinis H3N2 U131155 3
0.005 flu-Dinis H3N2 U131166 3
0.005 flu-Dinis H3N2 U131171 6
0.005 flu-Dinis H3N2 U131291 8
0.005 flu-Dinis H3N2 U131359 22
0.005 flu-Dinis H3N2 U131392 2
0.005 flu-Dinis H3N2 U131545 7
0.005 flu-Dinis H3N2 V130075 18
0.005 flu-Dinis H3N2 V130083 7
0.005 flu-Dinis H3N2 V130122 3
0.005 flu-Dinis H3N2 V130176 9
0.005 flu-Dinis H3N2 V130179 2
0.005 flu-Dinis H3N2 V130258 8
0.005 flu-Dinis H3N2 V130286 61
0.005 flu-Dinis H3N2 V130302 1
0.005 flu-Dinis H3N2 V130470 3
0.005 flu-Dinis H3N2 V130536 1
0.005 flu-Dinis H3N2 V130636 2
0.005 flu-Dinis H3N2 V130651 7
0.005 flu-Dinis H3N2 V130659 5
0.005 flu-Dinis H3N2 V130701 6
0.005 flu-Dinis H3N2 V130744 16
0.005 flu-Dinis H3N2 V130764 2
0.005 flu-Dinis H3N2 V130800 5
0.005 flu-Dinis H3N2 V130828 15
0.005 flu-Dinis H3N2 V131003 4
0.005 flu-Dinis H3N2 V131145 1
0.005 flu-Dinis H3N2 V131150 2
0.005 flu-Dinis H3N2 V131159 6
0.005 flu-Dinis H3N2 V131172 8
0.005 flu-Dinis H3N2 V131184 3
0.005 flu-Dinis H3N2 V131188 6
0.005 flu-Dinis H3N2 V131305 13
0.005 flu-Dinis H3N2 V131329 10
0.005 flu-Dinis pdmH1N1 U140092 7
0.005 flu-Dinis pdmH1N1 U140093 3
0.005 flu-Dinis pdmH1N1 U140097 16
0.005 flu-Dinis pdmH1N1 U140100 1
0.005 flu-Dinis pdmH1N1 U140103 8
0.005 flu-Dinis pdmH1N1 U140104 4
0.005 flu-Dinis pdmH1N1 U140106 2
0.005 flu-Dinis pdmH1N1 U140116 3
0.005 flu-Dinis pdmH1N1 U140118 7
0.005 flu-Dinis pdmH1N1 U140119 7
0.005 flu-Dinis pdmH1N1 U140123 1
0.005 flu-Dinis pdmH1N1 U140126 17
0.005 flu-Dinis pdmH1N1 U140136 1
0.005 flu-Dinis pdmH1N1 U140144 12
0.005 flu-Dinis pdmH1N1 U140146 1
0.005 flu-Dinis pdmH1N1 U140148 15
0.005 flu-Dinis pdmH1N1 U140154 5
0.005 flu-Dinis pdmH1N1 U140168 13
0.005 flu-Dinis pdmH1N1 U140173 9
0.005 flu-Dinis pdmH1N1 U140179 1
0.005 flu-Dinis pdmH1N1 U140185 8
0.005 flu-Dinis pdmH1N1 U140189 1
0.005 flu-Dinis pdmH1N1 U140208 8
0.005 flu-Dinis pdmH1N1 U140219 15
0.005 flu-Dinis pdmH1N1 U140225 1
0.005 flu-Dinis pdmH1N1 U140229 1
0.005 flu-Dinis pdmH1N1 U140244 5
0.005 flu-Dinis pdmH1N1 U140247 5
0.005 flu-Dinis pdmH1N1 U140248 3
0.005 flu-Dinis pdmH1N1 U140261 11
0.005 flu-Dinis pdmH1N1 V140022 6
0.005 flu-Dinis pdmH1N1 V140032 1
0.005 flu-Dinis pdmH1N1 V140094 2
0.005 flu-Dinis pdmH1N1 V140172 8
0.005 flu-Dinis pdmH1N1 V140211 12
0.005 flu-Dinis pdmH1N1 V140222 13
0.005 flu-Dinis pdmH1N1 V140227 9
0.005 flu-Dinis pdmH1N1 V140241 4
0.005 flu-Dinis pdmH1N1 V140258 1
0.005 flu-Dinis pdmH1N1 V140586 24
0.005 flu-Dinis pdmH1N1 V140687 6
0.005 flu-Dinis pdmH1N1 V140704 7
0.005 flu-McCrone H3N2 1102 8
0.005 flu-McCrone H3N2 1121 14
0.005 flu-McCrone H3N2 1122 7
0.005 flu-McCrone H3N2 1125 28
0.005 flu-McCrone H3N2 1134 41
0.005 flu-McCrone H3N2 1139 12
0.005 flu-McCrone H3N2 1149 14
0.005 flu-McCrone H3N2 1150 16
0.005 flu-McCrone H3N2 1153 6
0.005 flu-McCrone H3N2 1154 5
0.005 flu-McCrone H3N2 1162 8
0.005 flu-McCrone H3N2 1164 11
0.005 flu-McCrone H3N2 1165 12
0.005 flu-McCrone H3N2 1168 14
0.005 flu-McCrone H3N2 1171 10
0.005 flu-McCrone H3N2 1173 5
0.005 flu-McCrone H3N2 1174 9
0.005 flu-McCrone H3N2 1175 4
0.005 flu-McCrone H3N2 1179 11
0.005 flu-McCrone H3N2 1185 12
0.005 flu-McCrone H3N2 1201 79
0.005 flu-McCrone H3N2 1203 26
0.005 flu-McCrone H3N2 1204 23
0.005 flu-McCrone H3N2 1205 14
0.005 flu-McCrone H3N2 1213 15
0.005 flu-McCrone H3N2 1217 79
0.005 flu-McCrone H3N2 1221 8
0.005 flu-McCrone H3N2 1225 21
0.005 flu-McCrone H3N2 1227 10
0.005 flu-McCrone H3N2 1228 23
0.005 flu-McCrone H3N2 1229 10
0.005 flu-McCrone H3N2 1230 17
0.005 flu-McCrone H3N2 1231 13
0.005 flu-McCrone H3N2 1232 10
0.005 flu-McCrone H3N2 1237 14
0.005 flu-McCrone H3N2 1238 12
0.005 flu-McCrone H3N2 1240 5
0.005 flu-McCrone H3N2 1241 153
0.005 flu-McCrone H3N2 1242 8
0.005 flu-McCrone H3N2 1245 4
0.005 flu-McCrone H3N2 1303 6
0.005 flu-McCrone H3N2 1305 13
0.005 flu-McCrone H3N2 1307 11
0.005 flu-McCrone H3N2 1310 16
0.005 flu-McCrone H3N2 1313 17
0.005 flu-McCrone H3N2 1317 8
0.005 flu-McCrone H3N2 1321 4
0.005 flu-McCrone H3N2 1323 13
0.005 flu-McCrone H3N2 1340 11
0.005 flu-McCrone H3N2 HS1250 4
0.005 flu-McCrone H3N2 HS1253 1
0.005 flu-McCrone H3N2 HS1255 7
0.005 flu-McCrone H3N2 HS1256 9
0.005 flu-McCrone H3N2 HS1284 7
0.005 flu-McCrone H3N2 HS1294 73
0.005 flu-McCrone H3N2 HS1313 4
0.005 flu-McCrone H3N2 HS1327 5
0.005 flu-McCrone H3N2 HS1328 3
0.005 flu-McCrone H3N2 HS1335 11
0.005 flu-McCrone H3N2 HS1336 11
0.005 flu-McCrone H3N2 HS1340 12
0.005 flu-McCrone H3N2 HS1341 15
0.005 flu-McCrone H3N2 HS1342 9
0.005 flu-McCrone H3N2 HS1345 25
0.005 flu-McCrone H3N2 HS1349 14
0.005 flu-McCrone H3N2 HS1351 6
0.005 flu-McCrone H3N2 HS1357 7
0.005 flu-McCrone H3N2 HS1364 38
0.005 flu-McCrone H3N2 HS1367 2
0.005 flu-McCrone H3N2 HS1369 13
0.005 flu-McCrone H3N2 HS1375 66
0.005 flu-McCrone H3N2 HS1376 8
0.005 flu-McCrone H3N2 HS1377 32
0.005 flu-McCrone H3N2 HS1381 26
0.005 flu-McCrone H3N2 HS1385 21
0.005 flu-McCrone H3N2 HS1387 2
0.005 flu-McCrone H3N2 HS1388 12
0.005 flu-McCrone H3N2 HS1390 20
0.005 flu-McCrone H3N2 HS1392 2
0.005 flu-McCrone H3N2 HS1393 6
0.005 flu-McCrone H3N2 HS1394 2
0.005 flu-McCrone H3N2 HS1401 6
0.005 flu-McCrone H3N2 HS1402 2
0.005 flu-McCrone H3N2 HS1405 45
0.005 flu-McCrone H3N2 HS1408 16
0.005 flu-McCrone H3N2 HS1409 6
0.005 flu-McCrone H3N2 HS1413 8
0.005 flu-McCrone H3N2 HS1416 6
0.005 flu-McCrone H3N2 HS1417 15
0.005 flu-McCrone H3N2 HS1421 11
0.005 flu-McCrone H3N2 HS1425 16
0.005 flu-McCrone H3N2 HS1427 8
0.005 flu-McCrone H3N2 HS1445 5
0.005 flu-McCrone H3N2 HS1448 5
0.005 flu-McCrone H3N2 HS1450 4
0.005 flu-McCrone H3N2 HS1455 9
0.005 flu-McCrone H3N2 HS1457 7
0.005 flu-McCrone H3N2 HS1460 5
0.005 flu-McCrone H3N2 HS1461 6
0.005 flu-McCrone H3N2 HS1463 7
0.005 flu-McCrone H3N2 HS1465 8
0.005 flu-McCrone H3N2 HS1473 8
0.005 flu-McCrone H3N2 HS1474 4
0.005 flu-McCrone H3N2 HS1484 12
0.005 flu-McCrone H3N2 HS1487 5
0.005 flu-McCrone H3N2 HS1500 9
0.005 flu-McCrone H3N2 HS1505 5
0.005 flu-McCrone H3N2 HS1507 8
0.005 flu-McCrone H3N2 HS1509 5
0.005 flu-McCrone H3N2 HS1510 18
0.005 flu-McCrone H3N2 HS1516 8
0.005 flu-McCrone H3N2 HS1517 5
0.005 flu-McCrone H3N2 HS1518 23
0.005 flu-McCrone H3N2 HS1519 11
0.005 flu-McCrone H3N2 HS1520 8
0.005 flu-McCrone H3N2 HS1525 18
0.005 flu-McCrone H3N2 HS1530 69
0.005 flu-McCrone H3N2 HS1531 7
0.005 flu-McCrone H3N2 HS1532 5
0.005 flu-McCrone H3N2 HS1535 5
0.005 flu-McCrone H3N2 HS1536 11
0.005 flu-McCrone H3N2 HS1537 8
0.005 flu-McCrone H3N2 HS1543 6
0.005 flu-McCrone H3N2 HS1544 7
0.005 flu-McCrone H3N2 HS1554 4
0.005 flu-McCrone H3N2 HS1562 7
0.005 flu-McCrone H3N2 HS1563 17
0.005 flu-McCrone H3N2 HS1564 8
0.005 flu-McCrone H3N2 HS1566 13
0.005 flu-McCrone H3N2 HS1567 13
0.005 flu-McCrone H3N2 HS1573 10
0.005 flu-McCrone H3N2 HS1579 11
0.005 flu-McCrone H3N2 HS1595 12
0.005 flu-McCrone H3N2 HS1596 4
0.005 flu-McCrone H3N2 HS1604 6
0.005 flu-McCrone H3N2 HS1607 4
0.005 flu-McCrone H3N2 MH7385 7
0.005 flu-McCrone H3N2 MH7390 11
0.005 flu-McCrone H3N2 MH7391 9
0.005 flu-McCrone H3N2 MH7409 15
0.005 flu-McCrone H3N2 MH7440 11
0.005 flu-McCrone H3N2 MH7455 8
0.005 flu-McCrone H3N2 MH7492 5
0.005 flu-McCrone H3N2 MH7505 15
0.005 flu-McCrone H3N2 MH7520 13
0.005 flu-McCrone H3N2 MH7564 5
0.005 flu-McCrone H3N2 MH7565 5
0.005 flu-McCrone H3N2 MH7611 28
0.005 flu-McCrone H3N2 MH7612 15
0.005 flu-McCrone H3N2 MH7627 11
0.005 flu-McCrone H3N2 MH7687 10
0.005 flu-McCrone H3N2 MH7755 14
0.005 flu-McCrone H3N2 MH7796 20
0.005 flu-McCrone H3N2 MH7799 142
0.005 flu-McCrone H3N2 MH7800 11
0.005 flu-McCrone H3N2 MH7804 8
0.005 flu-McCrone H3N2 MH7842 6
0.005 flu-McCrone H3N2 MH7843 11
0.005 flu-McCrone H3N2 MH7844 7
0.005 flu-McCrone H3N2 MH7845 19
0.005 flu-McCrone H3N2 MH7851 22
0.005 flu-McCrone H3N2 MH7852 49
0.005 flu-McCrone H3N2 MH7855 9
0.005 flu-McCrone H3N2 MH7860 52
0.005 flu-McCrone H3N2 MH7884 18
0.005 flu-McCrone H3N2 MH7885 11
0.005 flu-McCrone H3N2 MH7886 24
0.005 flu-McCrone H3N2 MH7890 8
0.005 flu-McCrone H3N2 MH7891 8
0.005 flu-McCrone H3N2 MH7893 5
0.005 flu-McCrone H3N2 MH7905 16
0.005 flu-McCrone H3N2 MH7953 23
0.005 flu-McCrone H3N2 MH8041 6
0.005 flu-McCrone H3N2 MH8052 10
0.005 flu-McCrone H3N2 MH8088 25
0.005 flu-McCrone H3N2 MH8089 15
0.005 flu-McCrone H3N2 MH8090 10
0.005 flu-McCrone H3N2 MH8125 54
0.005 flu-McCrone H3N2 MH8126 17
0.005 flu-McCrone H3N2 MH8129 19
0.005 flu-McCrone H3N2 MH8137 57
0.005 flu-McCrone H3N2 MH8155 4
0.005 flu-McCrone H3N2 MH8156 258
0.005 flu-McCrone H3N2 MH8158 6
0.005 flu-McCrone H3N2 MH8159 31
0.005 flu-McCrone H3N2 MH8160 14
0.005 flu-McCrone H3N2 MH8165 12
0.005 flu-McCrone H3N2 MH8183 11
0.005 flu-McCrone H3N2 MH8186 26
0.005 flu-McCrone H3N2 MH8308 12
0.005 flu-McCrone H3N2 MH8309 5
0.005 flu-McCrone H3N2 MH8354 10
0.005 flu-McCrone H3N2 MH8386 12
0.005 flu-McCrone H3N2 MH8390 39
0.005 flu-McCrone H3N2 MH8391 8
0.005 flu-McCrone H3N2 MH8392 5
0.005 flu-McCrone H3N2 MH8393 3
0.005 flu-McCrone H3N2 MH8396 4
0.005 flu-McCrone H3N2 MH8424 19
0.005 flu-McCrone H3N2 MH8439 8
0.005 flu-McCrone H3N2 MH8442 7
0.005 flu-McCrone H3N2 MH8445 8
0.005 flu-McCrone H3N2 MH8447 18
0.005 flu-McCrone H3N2 MH8586 26
0.005 flu-McCrone H3N2 MH8589 34
0.005 flu-McCrone H3N2 MH8592 7
0.005 flu-McCrone H3N2 MH8688 64
0.005 flu-McCrone H3N2 MH8690 68
0.005 flu-McCrone H3N2 MH8692 19
0.005 flu-McCrone H3N2 MH8700 13
0.005 flu-McCrone H3N2 MH8714 2
0.005 flu-McCrone H3N2 MH8766 21
0.005 flu-McCrone H3N2 MH8922 7
0.005 flu-McCrone H3N2 MH8924 11
0.005 flu-McCrone H3N2 MH8925 19
0.005 flu-McCrone H3N2 MH9045 14
0.005 flu-McCrone H3N2 PC1A 2
0.005 flu-McCrone H3N2 Vic_pool 2
0.005 flu-McCrone pdmH1N1 1112 36
0.005 flu-McCrone pdmH1N1 1137 125
0.005 flu-McCrone pdmH1N1 1142 62
0.005 flu-McCrone pdmH1N1 1143 24
0.005 flu-McCrone pdmH1N1 1144 17
0.005 flu-McCrone pdmH1N1 1311 9
0.005 flu-McCrone pdmH1N1 1346 5
0.005 flu-McCrone pdmH1N1 1347 7
0.005 flu-McCrone pdmH1N1 1348 10
0.005 flu-McCrone pdmH1N1 1349 4
0.005 flu-McCrone pdmH1N1 1350 11
0.005 flu-McCrone pdmH1N1 1351 17
0.005 flu-McCrone pdmH1N1 1353 15
0.005 flu-McCrone pdmH1N1 1357 7
0.005 flu-McCrone pdmH1N1 1362 48
0.005 flu-McCrone pdmH1N1 1363 26
0.005 flu-McCrone pdmH1N1 1364 107
0.005 flu-McCrone pdmH1N1 1370 8
0.005 flu-McCrone pdmH1N1 1371 20
0.005 flu-McCrone pdmH1N1 1374 26
0.005 flu-McCrone pdmH1N1 1376 3
0.005 flu-McCrone pdmH1N1 1401 8
0.005 flu-McCrone pdmH1N1 1402 47
0.005 flu-McCrone pdmH1N1 1403 12
0.005 flu-McCrone pdmH1N1 1405 15
0.005 flu-McCrone pdmH1N1 1406 19
0.005 flu-McCrone pdmH1N1 1408 29
0.005 flu-McCrone pdmH1N1 1410 14
0.005 flu-McCrone pdmH1N1 1411 5
0.005 flu-McCrone pdmH1N1 1413 7
0.005 flu-McCrone pdmH1N1 1414 14
0.005 flu-McCrone pdmH1N1 1415 26
0.005 flu-McCrone pdmH1N1 Cali_pool 2
0.005 flu-Xue-acute H3N2 WSPHL1-1 63
0.005 flu-Xue-acute H3N2 WSPHL1-2 68
0.005 flu-Xue-acute H3N2 WSPHL2-1 50
0.005 flu-Xue-acute H3N2 WSPHL2-2 68
0.005 flu-Xue-acute H3N2 WSPHL3-1 70
0.005 flu-Xue-acute H3N2 WSPHL3-2 70
0.005 flu-Xue-acute H3N2 WSPHL4-1 51
0.005 flu-Xue-acute H3N2 WSPHL4-2 69
0.005 flu-Xue-acute H3N2 WSPHL5-1 141
0.005 flu-Xue-acute H3N2 WSPHL5-2 114
0.005 flu-Xue-acute H3N2 WSPHL6-1 70
0.005 flu-Xue-acute H3N2 WSPHL6-2 71
0.005 flu-Xue-acute H3N2 WSPHL7-1 57
0.005 flu-Xue-acute H3N2 WSPHL7-2 67
0.005 flu-Xue-acute H3N2 WSPHL8-1 56
0.005 flu-Xue-acute H3N2 WSPHL8-2 78
0.005 flu-Xue-acute H3N2 WSPHL9-1 100
0.005 flu-Xue-acute H3N2 WSPHL9-2 87
0 flu-Dinis pdmH1N1 U140243 0
0 flu-Dinis pdmH1N1 U140249 0
0 flu-Dinis pdmH1N1 V140181 0
0 flu-Dinis pdmH1N1 V140187 0
0 flu-Dinis H3N2 U130016 0
0 flu-Dinis H3N2 U130203 0
0 flu-Dinis H3N2 U130237 0
0 flu-Dinis H3N2 U130749 0
0 flu-Dinis H3N2 U131221 0
0 flu-Dinis H3N2 V130747 0
0 flu-Dinis H3N2 V130755 0
0 flu-Dinis H3N2 V131208 0
0 flu-Dinis H3N2 V131358 0
0 flu-Debbink H3N2 530 0
0 flu-McCrone H3N2 HS1391 0
0 flu-McCrone H3N2 Perth_mp 0
0.006 flu-Barbezange H3N2 Barbezange-130 78
0.006 flu-Barbezange H3N2 Barbezange-155 6
0.006 flu-Barbezange H3N2 Barbezange-166 22
0.006 flu-Barbezange H3N2 Barbezange-171 45
0.006 flu-Barbezange H3N2 Barbezange-192 110
0.006 flu-Barbezange H3N2 Barbezange-202 25
0.006 flu-Barbezange H3N2 Barbezange-244 86
0.006 flu-Barbezange H3N2 Barbezange-249 31
0.006 flu-Barbezange H3N2 Barbezange-281 26
0.006 flu-Barbezange H3N2 Barbezange-284 11
0.006 flu-Barbezange H3N2 Barbezange-296 228
0.006 flu-Barbezange H3N2 Barbezange-329 64
0.006 flu-Barbezange H3N2 Barbezange-338 174
0.006 flu-Barbezange H3N2 Barbezange-342 4
0.006 flu-Barbezange H3N2 Barbezange-400 144
0.006 flu-Barbezange H3N2 Barbezange-427 40
0.006 flu-Barbezange H3N2 Barbezange-430 22
0.006 flu-Barbezange H3N2 Barbezange-438 6
0.006 flu-Barbezange H3N2 Barbezange-443 90
0.006 flu-Barbezange H3N2 Barbezange-446 42
0.006 flu-Barbezange H3N2 Barbezange-473 13
0.006 flu-Barbezange H3N2 Barbezange-485 18
0.006 flu-Barbezange H3N2 Barbezange-629 11
0.006 flu-Barbezange H3N2 Barbezange-641 87
0.006 flu-Barbezange H3N2 Barbezange-676 5
0.006 flu-Barbezange H3N2 Barbezange-718 56
0.006 flu-Barbezange H3N2 Barbezange-752 58
0.006 flu-Barbezange H3N2 Barbezange-760 37
0.006 flu-Barbezange H3N2 Barbezange-816 129
0.006 flu-Barbezange H3N2 Barbezange-822 11
0.006 flu-Barbezange H3N2 Barbezange-833 51
0.006 flu-Barbezange H3N2 Barbezange-858 12
0.006 flu-Barbezange H3N2 Barbezange-862 26
0.006 flu-Barbezange H3N2 Barbezange-915 120
0.006 flu-Barbezange H3N2 Barbezange-986 71
0.006 flu-Barbezange pdmH1N1 Barbezange-154 19
0.006 flu-Barbezange pdmH1N1 Barbezange-182 333
0.006 flu-Barbezange pdmH1N1 Barbezange-208 191
0.006 flu-Barbezange pdmH1N1 Barbezange-258 159
0.006 flu-Barbezange pdmH1N1 Barbezange-282 51
0.006 flu-Barbezange pdmH1N1 Barbezange-291 126
0.006 flu-Barbezange pdmH1N1 Barbezange-347 44
0.006 flu-Barbezange pdmH1N1 Barbezange-355 199
0.006 flu-Barbezange pdmH1N1 Barbezange-373 246
0.006 flu-Barbezange pdmH1N1 Barbezange-379 192
0.006 flu-Barbezange pdmH1N1 Barbezange-398 228
0.006 flu-Barbezange pdmH1N1 Barbezange-435 28
0.006 flu-Barbezange pdmH1N1 Barbezange-495 61
0.006 flu-Barbezange pdmH1N1 Barbezange-528 35
0.006 flu-Barbezange pdmH1N1 Barbezange-531 201
0.006 flu-Barbezange pdmH1N1 Barbezange-634 288
0.006 flu-Barbezange pdmH1N1 Barbezange-639 100
0.006 flu-Barbezange pdmH1N1 Barbezange-647 86
0.006 flu-Barbezange pdmH1N1 Barbezange-659 234
0.006 flu-Barbezange pdmH1N1 Barbezange-660 48
0.006 flu-Barbezange pdmH1N1 Barbezange-681 138
0.006 flu-Barbezange pdmH1N1 Barbezange-687 27
0.006 flu-Barbezange pdmH1N1 Barbezange-696 20
0.006 flu-Barbezange pdmH1N1 Barbezange-706 84
0.006 flu-Barbezange pdmH1N1 Barbezange-720 99
0.006 flu-Barbezange pdmH1N1 Barbezange-722 31
0.006 flu-Barbezange pdmH1N1 Barbezange-724 198
0.006 flu-Barbezange pdmH1N1 Barbezange-734 92
0.006 flu-Barbezange pdmH1N1 Barbezange-767 146
0.006 flu-Barbezange pdmH1N1 Barbezange-781 19
0.006 flu-Barbezange pdmH1N1 Barbezange-835 88
0.006 flu-Barbezange pdmH1N1 Barbezange-850 122
0.006 flu-Barbezange pdmH1N1 Barbezange-894 65
0.006 flu-Barbezange pdmH1N1 Barbezange-899 19
0.006 flu-Barbezange pdmH1N1 Barbezange-925 203
0.006 flu-Barbezange pdmH1N1 Barbezange-943 58
0.006 flu-Barbezange pdmH1N1 Barbezange-963 36
0.006 flu-Barbezange pdmH1N1 Barbezange-991 31
0.006 flu-Barbezange pdmH1N1 Barbezange-995 40
0.006 flu-Barbezange seasonalH1N1 Barbezange-122 59
0.006 flu-Barbezange seasonalH1N1 Barbezange-131 18
0.006 flu-Barbezange seasonalH1N1 Barbezange-144 5
0.006 flu-Barbezange seasonalH1N1 Barbezange-219 107
0.006 flu-Barbezange seasonalH1N1 Barbezange-220 22
0.006 flu-Barbezange seasonalH1N1 Barbezange-290 17
0.006 flu-Barbezange seasonalH1N1 Barbezange-337 5
0.006 flu-Barbezange seasonalH1N1 Barbezange-405 15
0.006 flu-Barbezange seasonalH1N1 Barbezange-442 64
0.006 flu-Barbezange seasonalH1N1 Barbezange-453 66
0.006 flu-Barbezange seasonalH1N1 Barbezange-459 120
0.006 flu-Barbezange seasonalH1N1 Barbezange-486 37
0.006 flu-Barbezange seasonalH1N1 Barbezange-534 11
0.006 flu-Barbezange seasonalH1N1 Barbezange-562 92
0.006 flu-Barbezange seasonalH1N1 Barbezange-578 8
0.006 flu-Barbezange seasonalH1N1 Barbezange-617 56
0.006 flu-Barbezange seasonalH1N1 Barbezange-624 87
0.006 flu-Barbezange seasonalH1N1 Barbezange-628 68
0.006 flu-Barbezange seasonalH1N1 Barbezange-671 264
0.006 flu-Barbezange seasonalH1N1 Barbezange-772 45
0.006 flu-Barbezange seasonalH1N1 Barbezange-776 26
0.006 flu-Barbezange seasonalH1N1 Barbezange-827 28
0.006 flu-Barbezange seasonalH1N1 Barbezange-866 104
0.006 flu-Barbezange seasonalH1N1 Barbezange-871 4
0.006 flu-Barbezange seasonalH1N1 Barbezange-895 138
0.006 flu-Barbezange seasonalH1N1 Barbezange-948 121
0.006 flu-Barbezange seasonalH1N1 Barbezange-960 31
0.006 flu-Debbink H3N2 002 4
0.006 flu-Debbink H3N2 003 19
0.006 flu-Debbink H3N2 004 347
0.006 flu-Debbink H3N2 005 28
0.006 flu-Debbink H3N2 006 81
0.006 flu-Debbink H3N2 007 3
0.006 flu-Debbink H3N2 008 14
0.006 flu-Debbink H3N2 010 31
0.006 flu-Debbink H3N2 011 3
0.006 flu-Debbink H3N2 012 4
0.006 flu-Debbink H3N2 013 13
0.006 flu-Debbink H3N2 014 32
0.006 flu-Debbink H3N2 015 33
0.006 flu-Debbink H3N2 016 7
0.006 flu-Debbink H3N2 017 6
0.006 flu-Debbink H3N2 018 11
0.006 flu-Debbink H3N2 019 6
0.006 flu-Debbink H3N2 020 47
0.006 flu-Debbink H3N2 022 10
0.006 flu-Debbink H3N2 023 52
0.006 flu-Debbink H3N2 024 41
0.006 flu-Debbink H3N2 025 4
0.006 flu-Debbink H3N2 026 12
0.006 flu-Debbink H3N2 027 3
0.006 flu-Debbink H3N2 028 11
0.006 flu-Debbink H3N2 029 8
0.006 flu-Debbink H3N2 030 43
0.006 flu-Debbink H3N2 031 3
0.006 flu-Debbink H3N2 033 9
0.006 flu-Debbink H3N2 034 12
0.006 flu-Debbink H3N2 036 61
0.006 flu-Debbink H3N2 037 64
0.006 flu-Debbink H3N2 038 58
0.006 flu-Debbink H3N2 039 7
0.006 flu-Debbink H3N2 040 86
0.006 flu-Debbink H3N2 041 11
0.006 flu-Debbink H3N2 042 6
0.006 flu-Debbink H3N2 043 7
0.006 flu-Debbink H3N2 044 40
0.006 flu-Debbink H3N2 046 4
0.006 flu-Debbink H3N2 047 8
0.006 flu-Debbink H3N2 049 8
0.006 flu-Debbink H3N2 050 12
0.006 flu-Debbink H3N2 051 9
0.006 flu-Debbink H3N2 052 36
0.006 flu-Debbink H3N2 054 11
0.006 flu-Debbink H3N2 055 9
0.006 flu-Debbink H3N2 056 6
0.006 flu-Debbink H3N2 057 8
0.006 flu-Debbink H3N2 058 73
0.006 flu-Debbink H3N2 059 64
0.006 flu-Debbink H3N2 061 4
0.006 flu-Debbink H3N2 064 7
0.006 flu-Debbink H3N2 066 15
0.006 flu-Debbink H3N2 067 15
0.006 flu-Debbink H3N2 068 75
0.006 flu-Debbink H3N2 070 67
0.006 flu-Debbink H3N2 071 8
0.006 flu-Debbink H3N2 072 20
0.006 flu-Debbink H3N2 073 5
0.006 flu-Debbink H3N2 074 15
0.006 flu-Debbink H3N2 075 37
0.006 flu-Debbink H3N2 076 34
0.006 flu-Debbink H3N2 077 48
0.006 flu-Debbink H3N2 078 9
0.006 flu-Debbink H3N2 079 30
0.006 flu-Debbink H3N2 080 74
0.006 flu-Debbink H3N2 081 7
0.006 flu-Debbink H3N2 082 59
